"basisOfRecord","eventID","occurrenceID","individualCount","taxonID","scientificName","kingdom","phylum","class","taxonRank","vernacularName","occurrenceRemarks"
"HumanObservation","20130124_mida","20130124_mida_comgre",241,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20130403_mida","20130403_mida_comgre",108,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20130801_mida","20130801_mida_comgre",109,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140123_mida","20140123_mida_comgre",147,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140307_mida","20140307_mida_comgre",6,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140423_mida","20140423_mida_comgre",83,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140507_mida","20140507_mida_comgre",41,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140620_mida","20140620_mida_comgre",15,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140819_mida","20140819_mida_comgre",276,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140906_mida","20140906_mida_comgre",15,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20140917_mida","20140917_mida_comgre",304,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20141016_mida","20141016_mida_comgre",207,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20141215_mida","20141215_mida_comgre",153,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20150117_mida","20150117_mida_comgre",80,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20150212_mida","20150212_mida_comgre",107,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20150526_mida","20150526_mida_comgre",33,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20150824_mida","20150824_mida_comgre",3,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | 10:00 (2,55 m)"
"HumanObservation","20150917_mida","20150917_mida_comgre",24,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20151104_mida","20151104_mida_comgre",153,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20160120_mida","20160120_mida_comgre",74,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20170120_mida","20170120_mida_comgre",231,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","Real count | HT 9:04 am/2.38 m"
"HumanObservation","20170831_mida","20170831_mida_comgre",176,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20170901_mida","20170901_mida_comgre",156,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20171028_mida","20171028_mida_comgre",25,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | Lanner disturbed whole roost and most small waders left"
"HumanObservation","20171212_mida","20171212_mida_comgre",48,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180220_mida","20180220_mida_comgre",101,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180222_mida","20180222_mida_comgre",259,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180309_mida","20180309_mida_comgre",30,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180411_mida","20180411_mida_comgre",107,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180606_mida","20180606_mida_comgre",110,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180706_mida","20180706_mida_comgre",9,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180820_mida","20180820_mida_comgre",83,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20180918_mida","20180918_mida_comgre",234,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20181017_mida","20181017_mida_comgre",195,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20181218_mida","20181218_mida_comgre",53,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20190118_mida","20190118_mida_comgre",285,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20190314_mida","20190314_mida_comgre",190,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20190429_mida","20190429_mida_comgre",100,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20190625_mida","20190625_mida_comgre",71,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20190726_mida","20190726_mida_comgre",100,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20190907_mida","20190907_mida_comgre",197,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20191008_mida","20191008_mida_comgre",148,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20191204_mida","20191204_mida_comgre",214,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20200220_mida","20200220_mida_comgre",275,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","Real count | "
"HumanObservation","20200320_mida","20200320_mida_comgre",234,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-10 | "
"HumanObservation","20200331_mida","20200331_mida_comgre",170,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-100 | "
"HumanObservation","20200414_mida","20200414_mida_comgre",46,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-100 | "
"HumanObservation","20200529_mida","20200529_mida_comgre",52,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-100 | "
"HumanObservation","20200613_mida","20200613_mida_comgre",40,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-10 | "
"HumanObservation","20200713_mida","20200713_mida_comgre",47,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-10 | "
"HumanObservation","20200813_mida","20200813_mida_comgre",100,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20200912_mida","20200912_mida_comgre",189,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20200913_mida","20200913_mida_comgre",350,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | 2th attempft after the previous day, skimmer disturbing small waders"
"HumanObservation","20201011_mida","20201011_mida_comgre",298,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20201125_mida","20201125_mida_comgre",163,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20201209_mida","20201209_mida_comgre",147,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank","+/-10 | "
"HumanObservation","20210126_mida","20210126_mida_comgre",1124,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20210306_mida","20210306_mida_comgre",134,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20210407_mida","20210407_mida_comgre",121,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20210518_mida","20210518_mida_comgre",88,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20210602_mida","20210602_mida_comgre",9,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20210803_mida","20210803_mida_comgre",159,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20210901_mida","20210901_mida_comgre",189,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20211214_mida","20211214_mida_comgre",279,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20220126_mida","20220126_mida_comgre",161,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20220213_mida","20220213_mida_comgre",210,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | Tide not very low, leaving huge mudflats exposed. Some waders didn’t come close . Sand plovers were hards to get exact numbers (c~450)"
"HumanObservation","20220314_mida","20220314_mida_comgre",78,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20220408_mida","20220408_mida_comgre",81,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20220606_mida","20220606_mida_comgre",6,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20220706_mida","20220706_mida_comgre",44,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20220821_mida","20220821_mida_comgre",199,"comgre","Tringa nebularia","Animalia","Chordata","Aves","Species","Common Greenshank"," | "
"HumanObservation","20040204_mida","20040204_mida_comred1",1,"comred1","Tringa totanus","Animalia","Chordata","Aves","Species","Common Redshank"," | "
"HumanObservation","20200220_mida","20200220_mida_comred1",1,"comred1","Tringa totanus","Animalia","Chordata","Aves","Species","Common Redshank","Real count | "
"HumanObservation","20200331_mida","20200331_mida_comred1",1,"comred1","Tringa totanus","Animalia","Chordata","Aves","Species","Common Redshank","0 (exact) | photo"
"HumanObservation","20210126_mida","20210126_mida_comred1",1,"comred1","Tringa totanus","Animalia","Chordata","Aves","Species","Common Redshank"," | "
"HumanObservation","20220213_mida","20220213_mida_comred1",1,"comred1","Tringa totanus","Animalia","Chordata","Aves","Species","Common Redshank"," | Tide not very low, leaving huge mudflats exposed. Some waders didn’t come close . Sand plovers were hards to get exact numbers (c~450)"
"HumanObservation","19981029_mida","19981029_mida_corplo",89,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","19990310_mida","19990310_mida_corplo",89,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","19990324_mida","19990324_mida_corplo",118,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","19990510_mida","19990510_mida_corplo",4,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20000129_mida","20000129_mida_corplo",101,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20000425_mida","20000425_mida_corplo",68,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20010121_mida","20010121_mida_corplo",72,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20040204_mida","20040204_mida_corplo",130,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20050124_mida","20050124_mida_corplo",100,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20050928_mida","20050928_mida_corplo",60,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20060127_mida","20060127_mida_corplo",70,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20070126_mida","20070126_mida_corplo",76,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20080130_mida","20080130_mida_corplo",145,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20090123_mida","20090123_mida_corplo",10,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20090926_mida","20090926_mida_corplo",64,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20091128_mida","20091128_mida_corplo",120,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20100124_mida","20100124_mida_corplo",120,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20100508_mida","20100508_mida_corplo",1,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20110112_mida","20110112_mida_corplo",120,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20120120_mida","20120120_mida_corplo",78,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20120218_mida","20120218_mida_corplo",120,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20120330_mida","20120330_mida_corplo",31,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20130105_mida","20130105_mida_corplo",38,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
"HumanObservation","20130124_mida","20130124_mida_corplo",139,"corplo","Charadrius hiaticula","Animalia","Chordata","Aves","Species","Common Ringed Plover"," | "
